95896306	3261953
95896306	4532408
95896306	20018140
95896306	23630473
95896306	84769600
144012119	124661280
30462144	12531127
30462144	14089556
30462144	18467047
30462144	18642952
30462144	19189881
30462144	20568859
30462144	24255527
30462144	24724772
30462144	26210583
30462144	142921868
30462144	153066897
30462144	165541361
30462144	185642977
84295541	6208304
84295541	8097788
84295541	10258387
84295541	16973493
84295541	21259518
84295541	22096663
84295541	50996441
84295541	56067667
84295541	66741162
84295541	81675968
84295541	83618317
84295541	83640941
84295541	134181075
84295541	146484722
84295541	146715144
84295541	150840147
84295541	152132496
84295541	152921158
84295541	173374942
84295541	177195885
84295541	199603789
84295541	221452367
84295541	265297984
84295541	314789649
65260903	5957571
65260903	145888536
65260903	192364910
81024617	34693662
81024617	104013247
81024617	113357370
81024617	123288890
81024617	145972488
81024617	248330594
81024617	264831385
144294715	1222816
144294715	10838745
144294715	11132442
144294715	11725779
144294715	12960914
144294715	119215018
28843527	20153720
28843527	22567309
28843527	124345268
28843527	165825887
28843527	240317946
28843527	265797779
5729684	396770
5729684	3761600
5729684	4044297
5729684	10776025
5729684	14163068
5729684	14210723
5729684	14389864
5729684	15918190
5729684	16860151
5729684	18642174
5729684	21779664
5729684	22223337
5729684	22247155
5729684	24960366
5729684	26380926
5729684	31649651
5729684	31881272
5729684	33590858
5729684	37773556
5729684	43654659
5729684	47243480
5729684	52095546
5729684	57090656
5729684	101761729
5729684	143035231
5729684	153141938
5729684	195296369
5729684	200797159
5729684	264366366
150534326	145373018
90689814	1061120
90689814	3116958
90689814	5024304
90689814	11979738
90689814	12573022
90689814	25390686
90689814	32240915
90689814	37312365
90689814	39199494
90689814	46855155
90689814	48553764
90689814	52095546
90689814	62062332
90689814	74851849
90689814	102324331
90689814	106371511
90689814	113179397
90689814	168948812
90689814	179798743
90689814	182432697
90689814	291837142
44202055	1537429
44202055	2067736
44202055	2303490
44202055	3956104
44202055	13334608
44202055	16454960
44202055	18018772
44202055	23382500
44202055	30900009
44202055	35799810
44202055	37378189
44202055	138424155
44202055	216085841
265782541	1920796
58188163	106678693
58188163	147548031
58925012	205733480
58925012	250959039
8172512	3518398
8172512	6533970
8172512	14780738
8172512	20522407
8172512	31747753
8172512	77858332
8172512	147194725
8172512	169039236
8172512	274511811
94045281	7170033
94045281	19257310
94045281	19850795
94045281	88073052
13080486	11380344
13080486	11550714
13080486	12173839
13080486	104961600
13080486	127468897
4658133	16870890
4658133	132366849
1872879	1081813
1872879	1430623
1872879	1626226
1872879	11222363
1872879	13356869
1872879	17133748
1872879	120098788
1872879	143701026
1872879	148501287
113212705	10319251
113212705	100366749
148361832	10164349
148361832	126065512
148361832	141562784
122039561	10461185
122039561	10811866
851415	1428435
11611601	100650135
5260785	2460173
5260785	10811357
5260785	11643563
5260785	50559179
5260785	145083499
5260785	162721596
33264008	3286786
33264008	15045854
33264008	18405443
33264008	22353658
33264008	23813216
33264008	26495729
33264008	28808345
33264008	30145196
33264008	126484596
33264008	147277502
33264008	152544338
164319394	120526372
164319394	142928118
1878347	1081813
1878347	1557339
167760521	109069314
167760521	121228890
167760521	133982362
167760521	139439520
167760521	151718628
7168660	5098524
7168660	5273057
7168660	6028413
7168660	10337727
7168660	17033013
7168660	18107738
7168660	34664030
7168660	63043681
7168660	113212705
7168660	136685674
7168660	142803650
7168660	156803667
7168660	165056825
89305342	2333910
89305342	6879075
89305342	8454277
89305342	11535487
89305342	13582457
89305342	14364628
89305342	14647760
89305342	15540208
89305342	18361580
89305342	22320032
89305342	23154892
89305342	26361037
89305342	27783724
89305342	30145196
89305342	32962736
89305342	38081229
89305342	42788150
89305342	43569982
89305342	43790339
89305342	50327628
89305342	52199826
89305342	83758241
89305342	110058977
89305342	150763407
89305342	153893783
85549885	8090287
85549885	10568824
85549885	18260256
85549885	18869068
85549885	18872704
85549885	59894487
85549885	74616089
85549885	127090101
85549885	250701478
52152423	13702150
52152423	14955822
52152423	17083168
52152423	18729516
52152423	19325890
52152423	19524290
52152423	21532409
52152423	21763063
52152423	22718409
52152423	33727380
52152423	37378189
52152423	42096114
52152423	108819778
52152423	116322591
52152423	122279276
52152423	142423351
52152423	222053817
52199826	2016739
52199826	2333910
52199826	4196287
52199826	4861180
52199826	10283743
52199826	14647760
52199826	15540208
52199826	18361580
52199826	23154892
52199826	26495729
52199826	38081229
52199826	43569982
52199826	50327628
52199826	148675063
52199826	152544338
112420625	10321453
53484743	2656574
53484743	3628245
53484743	4179645
53484743	4282026
53484743	13664232
53484743	13666234
53484743	14482220
53484743	15228599
53484743	16562654
53484743	19704823
53484743	33520476
53484743	175580855
19038586	18406893
317866602	236552752
118185619	103104378
10283158	10261821
10283158	102347779
5788575	229940
5788575	1359379
5788575	1967530
5788575	2060698
5788575	2279211
5788575	2501112
5788575	2556808
5788575	4607464
5788575	4643055
5788575	5071441
5788575	5237833
5788575	10535298
5788575	11809891
5788575	13643770
5788575	13738597
5788575	14046900
5788575	16367100
5788575	16973493
5788575	17710902
5788575	23103482
5788575	24453940
5788575	24608021
5788575	26196366
5788575	28030344
5788575	34452003
5788575	34827327
5788575	35176337
5788575	42622455
5788575	46779917
5788575	48585537
5788575	49764119
5788575	49793237
5788575	51945324
5788575	54239631
5788575	56106507
5788575	105828322
5788575	109149614
5788575	120233971
5788575	134113930
5788575	136174995
5788575	146343791
5788575	151781951
5788575	158230374
5788575	158888246
5788575	200272165
5788575	311212645
58612521	2428802
58612521	13530491
58612521	16625449
58612521	26492347
58612521	32050021
58612521	45384758
121118311	118996693
5531213	1323589
5531213	1577081
5531213	1973744
5531213	3153160
5531213	3684415
5531213	3954158
5531213	5125373
5531213	12026359
5531213	12960914
5531213	13293422
5531213	19433822
5531213	26230796
5531213	36019706
5531213	39211026
5531213	48694628
5531213	142048655
5531213	142329739
5531213	144262290
5531213	172729040
5531213	204832122
53852117	4303637
53852117	5328538
53852117	10529782
53852117	11273536
53852117	16726805
53852117	19031007
53852117	20053576
53852117	25554375
53852117	39854522
53852117	41099217
53852117	42341120
53852117	123554513
53852117	124293289
53852117	135242189
53852117	136174995
53852117	137763024
53852117	153357151
53852117	206778302
15339619	1061120
21479044	164590683
4329521	1576154
