127094486	130
20467790	15
104412677	5
184515917	12
13701029	9
113505153	15
5245034	13
82261201	29
8546509	14
3456157	11
102912391	1
74193958	17
39946456	7
18623862	20
80593451	17
137146641	1
142329739	32
36268469	8
58560172	22
35681326	25
225294325	4
25628521	14
240236086	3
103355620	15
6214882	8
124664241	12
3628245	18
76316025	6
93186658	3
151213682	8
21921222	32
40559486	8
321374098	1
5711336	16
180915832	5
6202286	8
19853026	6
268043083	12
22010605	5
200272165	35
2775837	11
18425953	25
249541099	5
26230796	29
4804971	5
164590683	2
38530319	7
48068166	35
153719490	2
177098	15
586236	11
23172857	8
2556808	36
5488088	12
11562391	2
297205183	9
67934226	13
96638186	35
70608698	35
9108526	10
18754351	9
10773890	4
134083581	18
56828152	5
277704045	11
51537473	13
100650135	16
2674673	19
48694628	31
16548646	16
37690724	11
49739720	8
4706325	7
203403561	1
62493364	12
28670968	12
5023167	9
86013273	13
102591352	2
9012543	17
9115138	19
3333949	13
31889418	39
2956346	8
18322107	11
50625466	9
1841560	8
18396846	9
72342712	22
311450394	8
158128915	18
4731922	8
38872292	6
4417337	8
150701746	6
41700912	10
217244627	5
254332651	23
5225585	8
601330	11
154293578	16
5178393	5
18625157	11
6088263	11
37336564	3
21621912	2
2754951	1
126065512	42
142217061	5
162201276	32
41520844	4
31210653	18
102885307	7
3866081	203
46857814	16
26543664	8
11965343	2
145089680	6
78536936	21
8857597	13
20457601	12
35537806	6
102953275	3
63519718	7
22223337	11
740922	3
72814097	5
18455360	12
20087990	42
8616928	3
274511811	12
136546415	37
179590650	3
108233492	4
19412771	11
18729516	25
135242189	6
183290854	16
3490936	1
6649713	7
16641862	15
290785888	17
2428802	10
43121346	16
150415551	2
4494854	5
10654709	20
106322729	1
9324449	5
10654452	7
168353582	21
31142024	12
69180452	8
85795576	9
112420625	15
25432447	9
77487259	17
4388357	15
20153720	17
1474940	16
2136193	4
4601849	3
2677899	3
61365607	6
182975984	5
922671	6
18789206	8
116602577	13
95342931	20
113179397	25
2478880	13
13120133	1
2122165	3
53517514	11
155755267	14
17712425	12
8503165	12
170005577	10
98280487	4
58109335	5
25594960	19
858831	2
11725779	56
11683290	10
1454303	2
104525921	14
60824538	1
134528845	3
18258102	27
20050475	15
210494295	6
65313113	10
46750869	12
220331698	26
206977379	14
75044160	1
92400171	12
42318627	8
158539032	8
261305222	8
32762340	1
95511408	58
4268806	4
11757325	9
22626277	16
772267	2
11222363	22
5328538	38
1804961	2
101434611	19
5199254	11
45179499	14
36784106	20
274405624	4
40400294	9
224831231	1
152921158	31
2144093	2
241466097	8
68220908	1
4049645	3
8926384	93
168446595	4
98256721	6
34659290	33
58669	4
9381160	13
10053849	9
52829406	7
1777768	25
131967135	21
124079782	15
13870101	23
35956807	1
277015962	16
14663727	22
21241476	1
54840031	1
3522316	40
85153589	12
29343329	1
6507108	2
104676152	7
135580816	10
225882846	4
4044162	3
32994057	16
321638664	4
10895180	12
88815893	6
189358628	1
66582976	11
143035231	13
23849056	22
95764011	24
2963202	12
52502295	4
140249062	5
65434569	4
177830968	4
92534920	32
20720862	2
140927070	2
8031453	5
21884262	32
1548924	2
144953733	5
28993107	9
269505963	2
180125861	6
6218764	8
14171477	23
212176218	2
102480562	2
10811357	41
2082385	6
50996441	25
41665435	31
185413267	20
1225794	8
45484091	25
11656514	10
2192471	11
173205713	43
31104920	11
104301980	2
126437956	2
17664915	34
142048655	5
4475531	17
139298304	3
22113481	3
70256962	5
161996640	15
5613214	7
242579588	4
72328973	4
18324101	15
42430286	22
11744983	19
277399500	4
51964111	12
126484596	31
218225994	8
158909136	9
370748	1
103104378	8
37847250	13
83370982	2
95102237	13
9561959	15
57017437	15
4421434	10
293664156	6
23283346	4
4413176	9
41511380	26
89152902	1
13720282	49
157206384	2
194485528	7
144887859	2
4458741	3
127090101	18
52553892	11
132663759	6
6444080	14
3286649	19
20820660	42
71044847	10
145373018	1
8712251	22
179073982	5
86085261	4
29386862	40
12531127	19
52827864	40
22033927	9
16874972	9
62223077	7
44046047	7
138596383	6
1220966	6
88621434	2
120036460	13
18863453	4
4600661	11
203690792	1
22587351	16
15457180	11
274166076	11
100350653	6
32203177	15
3914197	26
156639603	6
15848896	29
24445275	32
85532884	11
193874768	24
21819643	2
133139229	3
231429975	12
701959	22
18467047	17
5795247	18
2788357	9
236109391	5
22759242	4
223064092	6
6200807	9
90905919	8
